Y columns by Z rows

Y Values:-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,

Z Values:-1.250000e+00,-1.150000e+00,-1.050000e+00,-9.500000e-01,-8.500000e-01,-7.500000e-01,-6.500000e-01,-5.500000e-01,-4.500000e-01,-3.500000e-01,-2.500000e-01,-1.500000e-01,-5.000000e-02,5.000000e-02,1.500000e-01,2.500000e-01,3.500000e-01,4.500000e-01,5.500000e-01,6.500000e-01,7.500000e-01,8.500000e-01,9.500000e-01,1.050000e+00,1.150000e+00,1.250000e+00,

2.484334e+03,2.594863e+03,2.592521e+03,2.536290e+03,2.465773e+03,2.391166e+03,2.324313e+03,2.265524e+03,2.214935e+03,2.175855e+03,2.147400e+03,2.130275e+03,2.122280e+03,2.122740e+03,2.132794e+03,2.152132e+03,2.180430e+03,2.218005e+03,2.264602e+03,2.318736e+03,2.377850e+03,2.437000e+03,2.483335e+03,2.496104e+03,2.420241e+03,
1.918314e+03,2.064339e+03,2.136917e+03,2.155391e+03,2.142744e+03,2.117637e+03,2.085245e+03,2.052440e+03,2.022336e+03,1.996834e+03,1.976458e+03,1.962564e+03,1.955080e+03,1.953669e+03,1.957898e+03,1.966823e+03,1.981885e+03,2.000810e+03,2.024120e+03,2.046640e+03,2.065873e+03,2.076119e+03,2.067580e+03,2.026072e+03,1.926427e+03,
1.569044e+03,1.696199e+03,1.781633e+03,1.829729e+03,1.851019e+03,1.855347e+03,1.848428e+03,1.837681e+03,1.823265e+03,1.809905e+03,1.799579e+03,1.790036e+03,1.784186e+03,1.781814e+03,1.782012e+03,1.785228e+03,1.790153e+03,1.795647e+03,1.800277e+03,1.802512e+03,1.796318e+03,1.778606e+03,1.741226e+03,1.676378e+03,1.577855e+03,
1.309631e+03,1.417429e+03,1.502617e+03,1.560435e+03,1.597862e+03,1.619842e+03,1.630061e+03,1.633378e+03,1.631570e+03,1.627609e+03,1.623525e+03,1.618382e+03,1.614641e+03,1.612052e+03,1.610184e+03,1.607021e+03,1.605145e+03,1.600948e+03,1.594082e+03,1.581664e+03,1.562460e+03,1.530858e+03,1.482909e+03,1.416777e+03,1.327452e+03,
1.106356e+03,1.198520e+03,1.275051e+03,1.334379e+03,1.379304e+03,1.411648e+03,1.432189e+03,1.444723e+03,1.451899e+03,1.454892e+03,1.456157e+03,1.454481e+03,1.451810e+03,1.448770e+03,1.444883e+03,1.440013e+03,1.432676e+03,1.422668e+03,1.409327e+03,1.389352e+03,1.362243e+03,1.326418e+03,1.278923e+03,1.216175e+03,1.139039e+03,
9.541816e+02,1.031196e+03,1.098516e+03,1.154585e+03,1.198662e+03,1.233214e+03,1.258577e+03,1.276786e+03,1.288915e+03,1.297069e+03,1.300383e+03,1.301995e+03,1.300790e+03,1.298598e+03,1.293394e+03,1.286374e+03,1.275953e+03,1.262772e+03,1.245556e+03,1.222323e+03,1.192602e+03,1.154609e+03,1.107818e+03,1.051774e+03,9.848112e+02,
8.211182e+02,8.858151e+02,9.447234e+02,9.963948e+02,1.038443e+03,1.074905e+03,1.102237e+03,1.124119e+03,1.138447e+03,1.150117e+03,1.156756e+03,1.160685e+03,1.160558e+03,1.158698e+03,1.153560e+03,1.146046e+03,1.135534e+03,1.121259e+03,1.102334e+03,1.078498e+03,1.050199e+03,1.014991e+03,9.730358e+02,9.231968e+02,8.672276e+02,
7.227334e+02,7.775597e+02,8.267898e+02,8.729611e+02,9.118485e+02,9.444110e+02,9.712174e+02,9.928702e+02,1.009346e+03,1.021349e+03,1.029141e+03,1.032854e+03,1.034124e+03,1.032284e+03,1.027835e+03,1.019311e+03,1.008602e+03,9.941056e+02,9.752401e+02,9.523145e+02,9.238556e+02,8.905376e+02,8.532324e+02,8.100659e+02,7.611894e+02,
6.389975e+02,6.839925e+02,7.273253e+02,7.667040e+02,8.014511e+02,8.312298e+02,8.567850e+02,8.771333e+02,8.932673e+02,9.061402e+02,9.139371e+02,9.189340e+02,9.200497e+02,9.201816e+02,9.143717e+02,9.065925e+02,8.961401e+02,8.813184e+02,8.636655e+02,8.413082e+02,8.162150e+02,7.867285e+02,7.524376e+02,7.143135e+02,6.729001e+02,
5.606849e+02,6.003281e+02,6.371656e+02,6.719296e+02,7.026048e+02,7.308802e+02,7.540123e+02,7.740128e+02,7.893447e+02,8.021558e+02,8.100258e+02,8.157295e+02,8.183091e+02,8.170676e+02,8.135693e+02,8.066767e+02,7.966447e+02,7.843255e+02,7.675702e+02,7.486944e+02,7.251280e+02,6.987361e+02,6.705047e+02,6.371793e+02,6.018936e+02,
5.032655e+02,5.370597e+02,5.682194e+02,5.983355e+02,6.246204e+02,6.493913e+02,6.702604e+02,6.876761e+02,7.018093e+02,7.134181e+02,7.215879e+02,7.265751e+02,7.286668e+02,7.280968e+02,7.253692e+02,7.180857e+02,7.091173e+02,6.976588e+02,6.824300e+02,6.645604e+02,6.447847e+02,6.213565e+02,5.955182e+02,5.664439e+02,5.364572e+02,
