Y columns by X rows

X Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

Y Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

4.048437e+02,4.682223e+02,5.488774e+02,7.034103e+02,8.246029e+02,9.697951e+02,1.135698e+03,1.232020e+03,1.308151e+03,1.328220e+03,1.323280e+03,1.305226e+03,1.277588e+03,1.258386e+03,1.237655e+03,1.230843e+03,1.245868e+03,1.264208e+03,1.292701e+03,1.299361e+03,1.246334e+03,1.132497e+03,1.028092e+03,8.445758e+02,7.244986e+02,6.188331e+02,4.934448e+02,
4.321261e+02,5.013185e+02,6.490421e+02,7.534100e+02,9.575047e+02,1.069647e+03,1.201592e+03,1.251208e+03,1.281771e+03,1.303782e+03,1.293065e+03,1.299566e+03,1.261517e+03,1.235724e+03,1.198306e+03,1.169689e+03,1.150618e+03,1.140540e+03,1.142989e+03,1.203630e+03,1.230590e+03,1.238141e+03,1.185290e+03,1.029230e+03,9.066667e+02,7.525206e+02,6.324026e+02,
4.935805e+02,5.750274e+02,6.720942e+02,8.661364e+02,9.901085e+02,1.121410e+03,1.203037e+03,1.282042e+03,1.339235e+03,1.413797e+03,1.420442e+03,1.430658e+03,1.393798e+03,1.372670e+03,1.331253e+03,1.301071e+03,1.245775e+03,1.180533e+03,1.155752e+03,1.098248e+03,1.151586e+03,1.185089e+03,1.227292e+03,1.179223e+03,1.068995e+03,8.861907e+02,7.648673e+02,
5.726051e+02,6.066948e+02,7.129240e+02,9.052421e+02,1.033171e+03,1.154182e+03,1.322649e+03,1.425279e+03,1.535085e+03,1.549559e+03,1.553353e+03,1.524753e+03,1.492634e+03,1.463196e+03,1.437009e+03,1.405017e+03,1.379201e+03,1.329623e+03,1.278281e+03,1.181740e+03,1.148274e+03,1.143457e+03,1.179045e+03,1.222223e+03,1.190128e+03,1.038369e+03,9.229382e+02,
5.501020e+02,6.372623e+02,7.394211e+02,9.406068e+02,1.085452e+03,1.288229e+03,1.491934e+03,1.616342e+03,1.644970e+03,1.638625e+03,1.600056e+03,1.567215e+03,1.514881e+03,1.491658e+03,1.461253e+03,1.447209e+03,1.426708e+03,1.400978e+03,1.377376e+03,1.315091e+03,1.259664e+03,1.154780e+03,1.146344e+03,1.148579e+03,1.221206e+03,1.186857e+03,1.043412e+03,
5.350991e+02,6.134041e+02,7.939926e+02,1.006883e+03,1.233009e+03,1.446188e+03,1.680535e+03,1.716932e+03,1.698258e+03,1.654323e+03,1.582983e+03,1.544675e+03,1.491678e+03,1.465426e+03,1.441529e+03,1.431150e+03,1.420146e+03,1.415489e+03,1.399248e+03,1.382697e+03,1.349595e+03,1.260138e+03,1.198875e+03,1.130749e+03,1.180909e+03,1.213304e+03,1.164469e+03,
5.444614e+02,6.227152e+02,8.158291e+02,1.137723e+03,1.414917e+03,1.674128e+03,1.788986e+03,1.756983e+03,1.698859e+03,1.612742e+03,1.555739e+03,1.500597e+03,1.450940e+03,1.423819e+03,1.403645e+03,1.394425e+03,1.389739e+03,1.391542e+03,1.390453e+03,1.392583e+03,1.367777e+03,1.344683e+03,1.284355e+03,1.164983e+03,1.136593e+03,1.194159e+03,1.226754e+03,
