Y columns by X rows

X Values:-5,-4.800000e+00,-4.600000e+00,-4.400000e+00,-4.200000e+00,-4,-3.800000e+00,-3.600000e+00,-3.400000e+00,-3.200000e+00,-3,-2.800000e+00,-2.600000e+00,-2.400000e+00,-2.200000e+00,-2,-1.800000e+00,-1.600000e+00,-1.400000e+00,-1.200000e+00,-1,-8.000000e-01,-6.000000e-01,-4.000000e-01,-2.000000e-01,0,2.000000e-01,4.000000e-01,6.000000e-01,8.000000e-01,1,1.200000e+00,1.400000e+00,1.600000e+00,1.800000e+00,2,2.200000e+00,2.400000e+00,2.600000e+00,2.800000e+00,3,3.200000e+00,3.400000e+00,3.600000e+00,3.800000e+00,4,4.200000e+00,4.400000e+00,4.600000e+00,4.800000e+00,5,

Y Values:-5,-4.800000e+00,-4.600000e+00,-4.400000e+00,-4.200000e+00,-4,-3.800000e+00,-3.600000e+00,-3.400000e+00,-3.200000e+00,-3,-2.800000e+00,-2.600000e+00,-2.400000e+00,-2.200000e+00,-2,-1.800000e+00,-1.600000e+00,-1.400000e+00,-1.200000e+00,-1,-8.000000e-01,-6.000000e-01,-4.000000e-01,-2.000000e-01,0,2.000000e-01,4.000000e-01,6.000000e-01,8.000000e-01,1,1.200000e+00,1.400000e+00,1.600000e+00,1.800000e+00,2,2.200000e+00,2.400000e+00,2.600000e+00,2.800000e+00,3,3.200000e+00,3.400000e+00,3.600000e+00,3.800000e+00,4,4.200000e+00,4.400000e+00,4.600000e+00,4.800000e+00,5,

1.124761e+03,1.131950e+03,1.136032e+03,1.130917e+03,1.125771e+03,1.122260e+03,1.110407e+03,1.096566e+03,1.077007e+03,1.069678e+03,1.053094e+03,1.036083e+03,1.020564e+03,1.003405e+03,9.945560e+02,9.811564e+02,9.700017e+02,9.604033e+02,9.559818e+02,9.479393e+02,9.471217e+02,9.465020e+02,9.472417e+02,9.503620e+02,9.542118e+02,9.594114e+02,9.660567e+02,9.745609e+02,9.843664e+02,9.962881e+02,1.008961e+03,1.024280e+03,1.040464e+03,1.059670e+03,1.077888e+03,1.104690e+03,1.130223e+03,1.155719e+03,1.183963e+03,1.200294e+03,1.224319e+03,1.244472e+03,1.258399e+03,1.264551e+03,1.267218e+03,1.262436e+03,1.256285e+03,1.239186e+03,1.214970e+03,1.189717e+03,1.154317e+03,
1.168846e+03,1.174743e+03,1.178287e+03,1.180218e+03,1.174014e+03,1.165182e+03,1.152729e+03,1.141536e+03,1.125776e+03,1.109204e+03,1.091358e+03,1.073654e+03,1.059280e+03,1.037768e+03,1.028185e+03,1.013524e+03,1.001008e+03,9.915412e+02,9.842110e+02,9.799876e+02,9.741854e+02,9.745423e+02,9.754767e+02,9.783415e+02,9.828436e+02,9.886550e+02,9.957071e+02,1.003893e+03,1.012564e+03,1.023499e+03,1.038261e+03,1.054442e+03,1.069929e+03,1.091221e+03,1.115278e+03,1.139807e+03,1.168439e+03,1.195840e+03,1.224611e+03,1.244026e+03,1.268605e+03,1.289506e+03,1.306482e+03,1.315150e+03,1.318187e+03,1.314384e+03,1.302490e+03,1.283184e+03,1.257738e+03,1.228068e+03,1.193874e+03,
1.214398e+03,1.221979e+03,1.225776e+03,1.224580e+03,1.219029e+03,1.208477e+03,1.195868e+03,1.182497e+03,1.157029e+03,1.139890e+03,1.130188e+03,1.111356e+03,1.092706e+03,1.074414e+03,1.059189e+03,1.042794e+03,1.030277e+03,1.022391e+03,1.013516e+03,1.008111e+03,1.004968e+03,1.002725e+03,1.003052e+03,1.006211e+03,1.010019e+03,1.016109e+03,1.021713e+03,1.032311e+03,1.039910e+03,1.051816e+03,1.066485e+03,1.083991e+03,1.101968e+03,1.124018e+03,1.149688e+03,1.174636e+03,1.203107e+03,1.234956e+03,1.259149e+03,1.286222e+03,1.313621e+03,1.336274e+03,1.350869e+03,1.360796e+03,1.365926e+03,1.361595e+03,1.348297e+03,1.328101e+03,1.301432e+03,1.268420e+03,1.235039e+03,
1.257560e+03,1.266329e+03,1.265692e+03,1.268159e+03,1.261685e+03,1.251142e+03,1.236432e+03,1.220019e+03,1.205137e+03,1.178091e+03,1.168246e+03,1.148427e+03,1.128165e+03,1.108942e+03,1.093595e+03,1.077441e+03,1.063602e+03,1.049181e+03,1.043071e+03,1.035708e+03,1.031030e+03,1.029013e+03,1.029814e+03,1.032475e+03,1.035653e+03,1.042291e+03,1.048444e+03,1.057187e+03,1.067792e+03,1.079318e+03,1.094761e+03,1.112428e+03,1.132441e+03,1.150608e+03,1.177180e+03,1.208753e+03,1.238341e+03,1.272647e+03,1.297254e+03,1.327674e+03,1.356131e+03,1.379931e+03,1.395536e+03,1.406380e+03,1.410835e+03,1.407859e+03,1.397669e+03,1.375892e+03,1.346853e+03,1.312251e+03,1.273532e+03,
1.299233e+03,1.306463e+03,1.311651e+03,1.309862e+03,1.302198e+03,1.291187e+03,1.277455e+03,1.252312e+03,1.242706e+03,1.222415e+03,1.199830e+03,1.179870e+03,1.155293e+03,1.142724e+03,1.119119e+03,1.107898e+03,1.092834e+03,1.079280e+03,1.068951e+03,1.062183e+03,1.055304e+03,1.053601e+03,1.055217e+03,1.057019e+03,1.061699e+03,1.067144e+03,1.074929e+03,1.081246e+03,1.092073e+03,1.105707e+03,1.120351e+03,1.138030e+03,1.154423e+03,1.184406e+03,1.204963e+03,1.237351e+03,1.269861e+03,1.304388e+03,1.335919e+03,1.367328e+03,1.402647e+03,1.419310e+03,1.439603e+03,1.450353e+03,1.461273e+03,1.454358e+03,1.437413e+03,1.414881e+03,1.384634e+03,1.347597e+03,1.307595e+03,
1.339387e+03,1.348271e+03,1.347920e+03,1.349363e+03,1.342407e+03,1.329907e+03,1.305201e+03,1.298622e+03,1.277459e+03,1.256491e+03,1.234965e+03,1.215233e+03,1.186912e+03,1.168614e+03,1.155293e+03,1.135069e+03,1.118664e+03,1.106765e+03,1.095797e+03,1.085599e+03,1.081642e+03,1.079460e+03,1.079213e+03,1.081284e+03,1.083345e+03,1.089797e+03,1.096147e+03,1.105870e+03,1.116645e+03,1.130109e+03,1.144773e+03,1.163854e+03,1.182428e+03,1.208868e+03,1.237902e+03,1.270286e+03,1.304396e+03,1.332202e+03,1.368695e+03,1.403343e+03,1.434151e+03,1.460491e+03,1.479037e+03,1.491361e+03,1.502309e+03,1.491902e+03,1.477466e+03,1.453045e+03,1.421870e+03,1.383084e+03,1.345504e+03,
