Data Point Listing of File C:\Users\Devin\Aug23\1500CCM_cpmg_200.tnt
Starting Point:	1	Ending Point:	1024
Real	Imag	usec
-587.000	96591.000	1790.000
-58.000	76.000	1792.000
1672.000	-952.000	1794.000
1285.000	2351.000	1796.000
-2373.000	-942.000	1798.000
-2919.000	2660.000	1800.000
2788.000	-5835.000	1802.000
1972.000	-17550.000	1804.000
2897.000	4493.000	1806.000
8473.000	5424.000	1808.000
-166.000	8125.000	1810.000
-36407.000	7791.000	1812.000
-25845.000	24337.000	1814.000
-73532.000	19793.000	1816.000
-10436.000	-13662.000	1818.000
3957.000	-30792.000	1820.000
-7529.000	4277.000	1822.000
7655.000	42725.000	1824.000
9696.000	-9991.000	1826.000
7151.000	62087.000	1828.000
-40532.000	-29278.000	1830.000
11499.000	-41882.000	1832.000
43669.000	-34482.000	1834.000
970.000	-86192.000	1836.000
-29594.000	-108.000	1838.000
-66544.000	1918.000	1840.000
-37636.000	-4409.000	1842.000
-16323.000	24706.000	1844.000
-77214.000	41551.000	1846.000
8925.000	-4769.000	1848.000
89138.000	-6607.000	1850.000
22481.000	-31776.000	1852.000
-23787.000	46284.000	1854.000
-1.000	-8.000	1856.000
-416.000	108.000	1858.000
1607.000	-8642.000	1860.000
282.000	3016.000	1862.000
5784.000	5801.000	1864.000
2455.000	-6902.000	1866.000
-1781.000	8352.000	1868.000
-41953.000	17783.000	1870.000
7264.000	-6198.000	1872.000
5434.000	-28473.000	1874.000
12581.000	-30702.000	1876.000
58465.000	-42956.000	1878.000
82167.000	-36467.000	1880.000
77484.000	26424.000	1882.000
119976.000	4605.000	1884.000
365.000	82368.000	1886.000
-137447.000	49858.000	1888.000
-146886.000	-12952.000	1890.000
-125791.000	-96806.000	1892.000
-14184.000	-64175.000	1894.000
88413.000	-71308.000	1896.000
158462.000	130515.000	1898.000
34034.000	146864.000	1900.000
38634.000	162735.000	1902.000
-77644.000	89499.000	1904.000
-119682.000	-48450.000	1906.000
-36096.000	-139021.000	1908.000
41337.000	-116522.000	1910.000
177545.000	-57860.000	1912.000
159739.000	26534.000	1914.000
50143.000	35833.000	1916.000
-65768.000	62629.000	1918.000
20.000	20.000	1920.000
-111.000	-673.000	1922.000
710.000	14773.000	1924.000
-5138.000	5298.000	1926.000
-5571.000	-3506.000	1928.000
-2261.000	1908.000	1930.000
-17141.000	-30107.000	1932.000
636.000	-17531.000	1934.000
29528.000	3084.000	1936.000
19413.000	3337.000	1938.000
-15993.000	15092.000	1940.000
-39266.000	48244.000	1942.000
-26791.000	85757.000	1944.000
-29356.000	131822.000	1946.000
21528.000	-9814.000	1948.000
53917.000	-9489.000	1950.000
25477.000	-27211.000	1952.000
80838.000	93512.000	1954.000
13351.000	-630.000	1956.000
34595.000	888.000	1958.000
-660.000	6722.000	1960.000
-13770.000	-5275.000	1962.000
61849.000	-39130.000	1964.000
16501.000	-69546.000	1966.000
-4929.000	7724.000	1968.000
44286.000	41065.000	1970.000
-13551.000	746.000	1972.000
-26138.000	23569.000	1974.000
-35370.000	-18992.000	1976.000
-11993.000	-23874.000	1978.000
-26792.000	-130223.000	1980.000
44215.000	-23158.000	1982.000
12.000	-67.000	1984.000
-70.000	1235.000	1986.000
10249.000	4166.000	1988.000
-7183.000	7929.000	1990.000
-17151.000	-4737.000	1992.000
-21332.000	2026.000	1994.000
-14510.000	14536.000	1996.000
-40635.000	-9995.000	1998.000
22625.000	-20584.000	2000.000
60069.000	12273.000	2002.000
29239.000	-9504.000	2004.000
22473.000	48958.000	2006.000
38098.000	97896.000	2008.000
57365.000	124216.000	2010.000
-59896.000	31698.000	2012.000
-100602.000	16537.000	2014.000
-96862.000	-98881.000	2016.000
42485.000	-127141.000	2018.000
94251.000	-86058.000	2020.000
88803.000	-18.000	2022.000
82355.000	95636.000	2024.000
-31224.000	133325.000	2026.000
-125265.000	34640.000	2028.000
13297.000	-76861.000	2030.000
-22264.000	-94169.000	2032.000
89122.000	-97435.000	2034.000
91807.000	-26411.000	2036.000
-4809.000	39681.000	2038.000
-19323.000	81526.000	2040.000
-120665.000	96261.000	2042.000
-186506.000	40722.000	2044.000
-42396.000	-36317.000	2046.000
