274.000	-316.000	4.000
-1555.000	580.000	8.000
7091.000	-4089.000	12.000
-22126.000	-14130.000	16.000
-7711.000	-30784.000	20.000
13727.000	-21996.000	24.000
7187.000	14639.000	28.000
-4112.000	49524.000	32.000
-2504.000	25193.000	36.000
28690.000	-19289.000	40.000
64283.000	-21026.000	44.000
-45505.000	4004.000	48.000
-88717.000	-12439.000	52.000
-81255.000	-25787.000	56.000
-42248.000	-42208.000	60.000
-15.000	-80.000	64.000
346.000	-4.000	68.000
-2296.000	-384.000	72.000
12307.000	7765.000	76.000
32310.000	-12801.000	80.000
-7565.000	25715.000	84.000
-2718.000	-711.000	88.000
952.000	-6743.000	92.000
11001.000	37470.000	96.000
-11697.000	-1795.000	100.000
-13986.000	49571.000	104.000
-33142.000	37656.000	108.000
-129494.000	96859.000	112.000
-135132.000	80834.000	116.000
-169042.000	10512.000	120.000
-127502.000	-20214.000	124.000
48.000	70.000	128.000
-462.000	-457.000	132.000
1150.000	2042.000	136.000
-7750.000	-9759.000	140.000
-22626.000	32305.000	144.000
-9268.000	7037.000	148.000
-33225.000	13715.000	152.000
-15787.000	21110.000	156.000
25841.000	4142.000	160.000
-10179.000	-5281.000	164.000
-34724.000	-45532.000	168.000
-22650.000	-38243.000	172.000
-40400.000	-9424.000	176.000
-53222.000	-19473.000	180.000
-60825.000	-9501.000	184.000
-36226.000	-15465.000	188.000
16.000	24.000	192.000
-238.000	26.000	196.000
-112.000	779.000	200.000
3898.000	3343.000	204.000
21134.000	17757.000	208.000
22089.000	-3974.000	212.000
-43273.000	14535.000	216.000
-720.000	-39218.000	220.000
9033.000	-17751.000	224.000
-4895.000	-21006.000	228.000
4364.000	64848.000	232.000
-9581.000	59101.000	236.000
-58796.000	58519.000	240.000
-100532.000	53784.000	244.000
-90183.000	9616.000	248.000
-92442.000	-2451.000	252.000
237.000	-109.000	256.000
-1001.000	30.000	260.000
3878.000	-130.000	264.000
-25796.000	41.000	268.000
-44984.000	-4500.000	272.000
-13406.000	-35828.000	276.000
11229.000	-17829.000	280.000
12876.000	2149.000	284.000
-15368.000	-1459.000	288.000
-21247.000	5559.000	292.000
-24933.000	2051.000	296.000
-76507.000	-11636.000	300.000
-50150.000	-28941.000	304.000
-34178.000	-15659.000	308.000
-38610.000	-33124.000	312.000
-44064.000	-7691.000	316.000
-59.000	-116.000	320.000
-175.000	253.000	324.000
1226.000	-542.000	328.000
-13813.000	1640.000	332.000
-11583.000	18999.000	336.000
2884.000	-7400.000	340.000
12781.000	18724.000	344.000
4109.000	-13237.000	348.000
19733.000	-7120.000	352.000
8397.000	-3314.000	356.000
3762.000	28976.000	360.000
-47609.000	43870.000	364.000
-40956.000	45000.000	368.000
-52483.000	32318.000	372.000
-39778.000	-16921.000	376.000
-41663.000	5540.000	380.000
-72.000	-142.000	384.000
-200.000	704.000	388.000
708.000	-3376.000	392.000
-11372.000	12601.000	396.000
9175.000	35313.000	400.000
4016.000	-3852.000	404.000
399.000	-5337.000	408.000
10030.000	-28603.000	412.000
-31616.000	-15929.000	416.000
-24964.000	10809.000	420.000
5437.000	31243.000	424.000
-12233.000	63.000	428.000
-47263.000	-9751.000	432.000
-29548.000	-23160.000	436.000
-37328.000	-30940.000	440.000
-20163.000	10162.000	444.000
-95.000	106.000	448.000
-74.000	431.000	452.000
1185.000	-1482.000	456.000
-8111.000	23893.000	460.000
18381.000	13307.000	464.000
9702.000	37021.000	468.000
15528.000	-10650.000	472.000
-28910.000	-24774.000	476.000
-13237.000	-30019.000	480.000
-3384.000	19782.000	484.000
-581.000	34084.000	488.000
-4030.000	3591.000	492.000
-66199.000	36838.000	496.000
-21968.000	24176.000	500.000
-58553.000	8851.000	504.000
-33938.000	-22623.000	508.000
-248.000	-226.000	512.000
514.000	1475.000	516.000
-2213.000	-5882.000	520.000
4489.000	30925.000	524.000
31309.000	-3274.000	528.000
18360.000	7550.000	532.000
-12461.000	-10412.000	536.000
-2619.000	24882.000	540.000
-22890.000	772.000	544.000
-11217.000	-6693.000	548.000
16423.000	25914.000	552.000
13592.000	26701.000	556.000
-59339.000	21278.000	560.000
-62030.000	-33030.000	564.000
-2721.000	-450.000	568.000
-23726.000	2946.000	572.000
11.000	-4.000	576.000
-9.000	920.000	580.000
374.000	-3944.000	584.000
1542.000	24806.000	588.000
4845.000	-43.000	592.000
42915.000	-13853.000	596.000
-14243.000	14012.000	600.000
-35461.000	-5059.000	604.000
-25923.000	25276.000	608.000
10712.000	3967.000	612.000
4202.000	15244.000	616.000
-10051.000	13684.000	620.000
-40599.000	38680.000	624.000
-58661.000	41307.000	628.000
-40529.000	8530.000	632.000
-30344.000	9018.000	636.000
-308.000	-73.000	640.000
1095.000	118.000	644.000
-5373.000	-546.000	648.000
34555.000	9175.000	652.000
-2450.000	8491.000	656.000
619.000	5077.000	660.000
-1946.000	1013.000	664.000
-29134.000	13098.000	668.000
10105.000	-5364.000	672.000
23568.000	13038.000	676.000
6920.000	-11553.000	680.000
-35891.000	-1086.000	684.000
-19986.000	9679.000	688.000
-3933.000	19855.000	692.000
-31880.000	36001.000	696.000
-12375.000	15532.000	700.000
-208.000	4.000	704.000
1912.000	-28.000	708.000
-8002.000	32.000	712.000
52039.000	4547.000	716.000
9249.000	4330.000	720.000
-51837.000	-46462.000	724.000
-8581.000	-35045.000	728.000
5292.000	9093.000	732.000
19288.000	7333.000	736.000
-24256.000	-6536.000	740.000
2357.000	-33153.000	744.000
24596.000	11824.000	748.000
-27758.000	24780.000	752.000
-8628.000	21969.000	756.000
-20325.000	-25804.000	760.000
-8278.000	222.000	764.000
54.000	39.000	768.000
-193.000	-1.000	772.000
386.000	-265.000	776.000
-35.000	-899.000	780.000
-40657.000	-4722.000	784.000
