48.000	-45.000	0.000
4.000	66.000	4.000
6.000	-270.000	8.000
140.000	1652.000	12.000
-4308.000	10734.000	16.000
-15546.000	17350.000	20.000
-19401.000	-7756.000	24.000
4489.000	6329.000	28.000
-13667.000	6333.000	32.000
-55121.000	-12630.000	36.000
-121212.000	-174026.000	40.000
-49034.000	-516897.000	44.000
590712.000	-800311.000	48.000
1239075.000	-379946.000	52.000
1132663.000	309285.000	56.000
603669.000	638785.000	60.000
-87.000	-23.000	64.000
29.000	-37.000	68.000
-147.000	70.000	72.000
1018.000	-787.000	76.000
1823.000	-4497.000	80.000
-15555.000	-5337.000	84.000
-817.000	-7425.000	88.000
668.000	-2496.000	92.000
-64345.000	38985.000	96.000
-112608.000	9393.000	100.000
-62363.000	-209884.000	104.000
179472.000	-498701.000	108.000
532283.000	-677599.000	112.000
1017070.000	-398615.000	116.000
1021253.000	164550.000	120.000
562327.000	484242.000	124.000
23.000	27.000	128.000
145.000	-237.000	132.000
-695.000	1240.000	136.000
2860.000	-5529.000	140.000
3358.000	-4837.000	144.000
-18056.000	22950.000	148.000
-15147.000	-3474.000	152.000
9308.000	-14756.000	156.000
32331.000	31490.000	160.000
-5840.000	-2349.000	164.000
-27239.000	-205197.000	168.000
65295.000	-365043.000	172.000
434574.000	-476488.000	176.000
799749.000	-283473.000	180.000
883705.000	165135.000	184.000
384258.000	408316.000	188.000
19.000	18.000	192.000
96.000	-23.000	196.000
-574.000	43.000	200.000
2926.000	-308.000	204.000
7822.000	3468.000	208.000
561.000	8523.000	212.000
-11377.000	25166.000	216.000
7381.000	8327.000	220.000
69595.000	-20621.000	224.000
34970.000	46492.000	228.000
-108535.000	-144392.000	232.000
-24547.000	-430660.000	236.000
420000.000	-472415.000	240.000
780860.000	-242339.000	244.000
698209.000	184780.000	248.000
301486.000	361844.000	252.000
49.000	-24.000	256.000
-253.000	46.000	260.000
1442.000	-233.000	264.000
-6519.000	737.000	268.000
-3498.000	4558.000	272.000
15994.000	-2302.000	276.000
-1434.000	-628.000	280.000
-26868.000	-5167.000	284.000
42492.000	29035.000	288.000
33308.000	19172.000	292.000
14330.000	-74980.000	296.000
31307.000	-251894.000	300.000
201265.000	-386658.000	304.000
571473.000	-339384.000	308.000
660106.000	140119.000	312.000
304580.000	337198.000	316.000
-41.000	-91.000	320.000
8.000	303.000	324.000
35.000	-1294.000	328.000
5.000	5838.000	332.000
5289.000	11600.000	336.000
1616.000	-13401.000	340.000
21326.000	-2254.000	344.000
5700.000	14430.000	348.000
-5115.000	18500.000	352.000
14934.000	36157.000	356.000
-12705.000	5112.000	360.000
-56287.000	-218252.000	364.000
253448.000	-395654.000	368.000
591686.000	-209242.000	372.000
426372.000	180469.000	376.000
132605.000	243261.000	380.000
-32.000	22.000	384.000
-1.000	63.000	388.000
89.000	21.000	392.000
-443.000	211.000	396.000
5914.000	2894.000	400.000
11820.000	11922.000	404.000
-2093.000	23115.000	408.000
-38301.000	16283.000	412.000
21471.000	-78736.000	416.000
81010.000	-6419.000	420.000
-17478.000	68783.000	424.000
-43806.000	-182603.000	428.000
116802.000	-297844.000	432.000
472675.000	-89436.000	436.000
425771.000	102938.000	440.000
211841.000	193354.000	444.000
11.000	61.000	448.000
3.000	-192.000	452.000
280.000	1002.000	456.000
-2421.000	-4124.000	460.000
2843.000	-858.000	464.000
-18689.000	2263.000	468.000
-40041.000	-1861.000	472.000
-8147.000	55.000	476.000
51492.000	90901.000	480.000
20568.000	28055.000	484.000
-127552.000	-151512.000	488.000
-28960.000	-213154.000	492.000
242589.000	-115581.000	496.000
310433.000	-39472.000	500.000
334589.000	43484.000	504.000
182068.000	50562.000	508.000
-56.000	-20.000	512.000
320.000	-10.000	516.000
-1369.000	175.000	520.000
6273.000	-1265.000	524.000
4651.000	2707.000	528.000
-5715.000	-10149.000	532.000
-321.000	-17707.000	536.000
2592.000	-6957.000	540.000
-18746.000	59888.000	544.000
-52845.000	36800.000	548.000
