Y columns by X rows

X Values:-5,-4.800000e+00,-4.600000e+00,-4.400000e+00,-4.200000e+00,-4,-3.800000e+00,-3.600000e+00,-3.400000e+00,-3.200000e+00,-3,-2.800000e+00,-2.600000e+00,-2.400000e+00,-2.200000e+00,-2,-1.800000e+00,-1.600000e+00,-1.400000e+00,-1.200000e+00,-1,-8.000000e-01,-6.000000e-01,-4.000000e-01,-2.000000e-01,0,2.000000e-01,4.000000e-01,6.000000e-01,8.000000e-01,1,1.200000e+00,1.400000e+00,1.600000e+00,1.800000e+00,2,2.200000e+00,2.400000e+00,2.600000e+00,2.800000e+00,3,3.200000e+00,3.400000e+00,3.600000e+00,3.800000e+00,4,4.200000e+00,4.400000e+00,4.600000e+00,4.800000e+00,5,

Y Values:-5,-4.800000e+00,-4.600000e+00,-4.400000e+00,-4.200000e+00,-4,-3.800000e+00,-3.600000e+00,-3.400000e+00,-3.200000e+00,-3,-2.800000e+00,-2.600000e+00,-2.400000e+00,-2.200000e+00,-2,-1.800000e+00,-1.600000e+00,-1.400000e+00,-1.200000e+00,-1,-8.000000e-01,-6.000000e-01,-4.000000e-01,-2.000000e-01,0,2.000000e-01,4.000000e-01,6.000000e-01,8.000000e-01,1,1.200000e+00,1.400000e+00,1.600000e+00,1.800000e+00,2,2.200000e+00,2.400000e+00,2.600000e+00,2.800000e+00,3,3.200000e+00,3.400000e+00,3.600000e+00,3.800000e+00,4,4.200000e+00,4.400000e+00,4.600000e+00,4.800000e+00,5,

1.393399e+03,1.406109e+03,1.413601e+03,1.411492e+03,1.404314e+03,1.381359e+03,1.367638e+03,1.340595e+03,1.318890e+03,1.281434e+03,1.262171e+03,1.230870e+03,1.203076e+03,1.180467e+03,1.151205e+03,1.133203e+03,1.113224e+03,1.096145e+03,1.082971e+03,1.074795e+03,1.070029e+03,1.070471e+03,1.068987e+03,1.072982e+03,1.078786e+03,1.085460e+03,1.092392e+03,1.100318e+03,1.108591e+03,1.118429e+03,1.130106e+03,1.145528e+03,1.163301e+03,1.183179e+03,1.215882e+03,1.243909e+03,1.281818e+03,1.323688e+03,1.365596e+03,1.405108e+03,1.447754e+03,1.485468e+03,1.522097e+03,1.545824e+03,1.555005e+03,1.558487e+03,1.548787e+03,1.524683e+03,1.490046e+03,1.452695e+03,1.407753e+03,
1.459683e+03,1.472659e+03,1.481755e+03,1.480005e+03,1.468850e+03,1.450051e+03,1.430981e+03,1.393970e+03,1.375445e+03,1.343841e+03,1.311598e+03,1.284953e+03,1.255847e+03,1.226239e+03,1.196848e+03,1.171414e+03,1.149779e+03,1.131698e+03,1.120837e+03,1.110552e+03,1.104388e+03,1.103067e+03,1.106680e+03,1.110281e+03,1.114920e+03,1.120082e+03,1.127028e+03,1.134984e+03,1.143695e+03,1.153989e+03,1.165510e+03,1.181557e+03,1.200696e+03,1.221821e+03,1.254333e+03,1.291800e+03,1.329636e+03,1.366154e+03,1.413759e+03,1.461738e+03,1.508881e+03,1.549499e+03,1.585947e+03,1.608951e+03,1.635245e+03,1.630737e+03,1.620727e+03,1.595835e+03,1.556107e+03,1.514439e+03,1.461895e+03,
1.523547e+03,1.537219e+03,1.547658e+03,1.545011e+03,1.534141e+03,1.506306e+03,1.491508e+03,1.462348e+03,1.423181e+03,1.400857e+03,1.365336e+03,1.332708e+03,1.298057e+03,1.270117e+03,1.242580e+03,1.214281e+03,1.191203e+03,1.169536e+03,1.153823e+03,1.142148e+03,1.139026e+03,1.134985e+03,1.137875e+03,1.141919e+03,1.147803e+03,1.153891e+03,1.161157e+03,1.169026e+03,1.177823e+03,1.184707e+03,1.197255e+03,1.212686e+03,1.234574e+03,1.261805e+03,1.294767e+03,1.332026e+03,1.375286e+03,1.423671e+03,1.465706e+03,1.517463e+03,1.566565e+03,1.609746e+03,1.651828e+03,1.680953e+03,1.698520e+03,1.700834e+03,1.691438e+03,1.666258e+03,1.627461e+03,1.575001e+03,1.518806e+03,
1.585315e+03,1.601502e+03,1.610409e+03,1.607510e+03,1.595607e+03,1.564803e+03,1.548962e+03,1.517522e+03,1.482407e+03,1.450547e+03,1.417332e+03,1.379529e+03,1.342874e+03,1.308106e+03,1.277917e+03,1.254327e+03,1.226487e+03,1.203728e+03,1.187121e+03,1.176213e+03,1.170282e+03,1.168565e+03,1.167577e+03,1.172373e+03,1.178266e+03,1.184770e+03,1.192029e+03,1.199468e+03,1.206919e+03,1.216928e+03,1.230410e+03,1.242646e+03,1.263984e+03,1.291594e+03,1.328723e+03,1.371138e+03,1.417144e+03,1.470538e+03,1.520125e+03,1.573012e+03,1.623938e+03,1.679074e+03,1.709862e+03,1.743941e+03,1.764638e+03,1.764781e+03,1.757969e+03,1.730090e+03,1.686186e+03,1.632898e+03,1.571035e+03,
1.643994e+03,1.660371e+03,1.670517e+03,1.666871e+03,1.651298e+03,1.619840e+03,1.604865e+03,1.569844e+03,1.533874e+03,1.488526e+03,1.453942e+03,1.427604e+03,1.387333e+03,1.353130e+03,1.320130e+03,1.294163e+03,1.262119e+03,1.237916e+03,1.219654e+03,1.208581e+03,1.200655e+03,1.197933e+03,1.196802e+03,1.201551e+03,1.207565e+03,1.214358e+03,1.221158e+03,1.226527e+03,1.235661e+03,1.244704e+03,1.256718e+03,1.274303e+03,1.296834e+03,1.328129e+03,1.366340e+03,1.409613e+03,1.459752e+03,1.505727e+03,1.565132e+03,1.623206e+03,1.675529e+03,1.729757e+03,1.771971e+03,1.816485e+03,1.825423e+03,1.830821e+03,1.816510e+03,1.782482e+03,1.736931e+03,1.693117e+03,1.625403e+03,
1.698731e+03,1.719048e+03,1.726528e+03,1.722394e+03,1.697616e+03,1.685691e+03,1.654858e+03,1.618684e+03,1.585011e+03,1.535996e+03,1.512169e+03,1.471655e+03,1.431898e+03,1.392503e+03,1.357250e+03,1.325848e+03,1.300389e+03,1.271951e+03,1.251977e+03,1.236577e+03,1.227174e+03,1.223888e+03,1.225419e+03,1.229296e+03,1.234223e+03,1.240480e+03,1.247928e+03,1.254736e+03,1.263713e+03,1.270770e+03,1.284505e+03,1.303352e+03,1.327072e+03,1.360066e+03,1.392344e+03,1.436894e+03,1.490629e+03,1.546625e+03,1.611708e+03,1.673136e+03,1.731985e+03,1.782558e+03,1.837729e+03,1.872992e+03,1.882762e+03,1.889366e+03,1.874607e+03,1.841260e+03,1.792503e+03,1.736348e+03,1.678935e+03,
