Y columns by X rows

X Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

Y Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

3.421082e+02,3.920516e+02,4.576071e+02,5.705137e+02,7.068537e+02,8.133610e+02,9.374842e+02,1.075709e+03,1.194998e+03,1.238710e+03,1.271107e+03,1.272091e+03,1.262788e+03,1.252479e+03,1.242213e+03,1.239934e+03,1.243001e+03,1.249992e+03,1.256170e+03,1.249145e+03,1.192925e+03,1.097075e+03,1.004541e+03,8.479393e+02,7.541477e+02,6.122441e+02,5.368655e+02,
3.948837e+02,4.415721e+02,5.137135e+02,6.576440e+02,7.558855e+02,9.284354e+02,1.068564e+03,1.138499e+03,1.199068e+03,1.214676e+03,1.213403e+03,1.216673e+03,1.191048e+03,1.175484e+03,1.150597e+03,1.135742e+03,1.117384e+03,1.127547e+03,1.136890e+03,1.171766e+03,1.197129e+03,1.184403e+03,1.112594e+03,1.025924e+03,8.671915e+02,7.457532e+02,6.514866e+02,
4.127212e+02,4.662014e+02,5.762420e+02,7.268173e+02,8.274198e+02,9.942739e+02,1.065592e+03,1.150099e+03,1.199942e+03,1.233943e+03,1.268687e+03,1.265715e+03,1.273952e+03,1.243201e+03,1.225718e+03,1.191383e+03,1.166049e+03,1.118911e+03,1.106328e+03,1.097678e+03,1.119841e+03,1.144644e+03,1.158788e+03,1.118659e+03,1.040521e+03,8.821591e+02,7.790408e+02,
4.486445e+02,5.232175e+02,6.049460e+02,7.705773e+02,8.731864e+02,1.026744e+03,1.104397e+03,1.226431e+03,1.292847e+03,1.373402e+03,1.382940e+03,1.381652e+03,1.366902e+03,1.349726e+03,1.332675e+03,1.302329e+03,1.281483e+03,1.241954e+03,1.184646e+03,1.151720e+03,1.116346e+03,1.084266e+03,1.122733e+03,1.132490e+03,1.111717e+03,1.040927e+03,8.792565e+02,
4.548847e+02,5.319906e+02,6.738040e+02,7.890817e+02,9.457302e+02,1.055259e+03,1.237136e+03,1.353918e+03,1.428415e+03,1.478616e+03,1.467420e+03,1.440949e+03,1.420027e+03,1.393872e+03,1.379024e+03,1.360273e+03,1.345972e+03,1.330557e+03,1.299982e+03,1.246455e+03,1.202285e+03,1.112535e+03,1.105239e+03,1.106193e+03,1.136611e+03,1.111776e+03,1.008698e+03,
5.114761e+02,5.569901e+02,6.435007e+02,8.304635e+02,9.680995e+02,1.173110e+03,1.402422e+03,1.507595e+03,1.567343e+03,1.527773e+03,1.506613e+03,1.447749e+03,1.423020e+03,1.390928e+03,1.379633e+03,1.365091e+03,1.360260e+03,1.354966e+03,1.348289e+03,1.324596e+03,1.280514e+03,1.236665e+03,1.131909e+03,1.110911e+03,1.107128e+03,1.137087e+03,1.116644e+03,
5.184681e+02,5.721439e+02,6.976566e+02,8.464527e+02,1.102662e+03,1.298174e+03,1.542924e+03,1.615453e+03,1.581486e+03,1.549068e+03,1.467164e+03,1.432005e+03,1.385375e+03,1.366167e+03,1.346866e+03,1.341920e+03,1.341433e+03,1.344561e+03,1.350224e+03,1.345504e+03,1.342091e+03,1.293473e+03,1.253669e+03,1.150308e+03,1.106852e+03,1.117711e+03,1.140335e+03,
