Z,B,Bx,By,Bz

1.800000e-01,1.283675e+03,-7.866667e+01,-116,1276
2.300000e-01,1.246690e+03,-8.666667e+01,-1.186667e+02,1238
2.800000e-01,1.204596e+03,-8.933333e+01,-1.226667e+02,1195
3.300000e-01,1.160070e+03,-94,-1.263333e+02,1.149333e+03
3.800000e-01,1.123550e+03,-9.933333e+01,-1.233333e+02,1.112333e+03
4.300000e-01,1.065973e+03,-99,-133,1053
4.800000e-01,1.017910e+03,-96,-130,1.005000e+03
5.300000e-01,9.691259e+02,-9.266667e+01,-1.266667e+02,9.563333e+02
5.800000e-01,9.212635e+02,-91,-124,9.083333e+02
6.300000e-01,8.796736e+02,-9.233333e+01,-1.166667e+02,867
6.800000e-01,8.284916e+02,-8.733333e+01,-1.183333e+02,8.153333e+02
7.300000e-01,7.846633e+02,-8.466667e+01,-112,772
7.800000e-01,7.456378e+02,-7.866667e+01,-1.073333e+02,7.336667e+02
8.300000e-01,6.995035e+02,-75,-1.016667e+02,688
8.800000e-01,6.673531e+02,-75,-9.466667e+01,6.563333e+02
9.300000e-01,6.230096e+02,-69,-94,612
9.800000e-01,5.878210e+02,-6.666667e+01,-9.033333e+01,577
1.030000e+00,5.537848e+02,-60,-8.233333e+01,5.443333e+02
1.080000e+00,5.212081e+02,-5.766667e+01,-7.866667e+01,512
1.130000e+00,4.939939e+02,-5.666667e+01,-7.033333e+01,4.856667e+02
1.180000e+00,4.632200e+02,-51,-7.033333e+01,455
1.230000e+00,4.360572e+02,-47,-6.466667e+01,4.286667e+02
1.280000e+00,4.105445e+02,-45,-62,4.033333e+02
1.330000e+00,3.879629e+02,-4.166667e+01,-58,3.813333e+02
1.380000e+00,3.642656e+02,-41,-5.333333e+01,358
1.430000e+00,3.439813e+02,-38,-5.133333e+01,338
1.480000e+00,3.249212e+02,-36,-48,3.193333e+02
1.530000e+00,3.064349e+02,-3.233333e+01,-4.533333e+01,3.013333e+02
1.580000e+00,2.899159e+02,-30,-4.166667e+01,2.853333e+02
1.630000e+00,2.732303e+02,-30,-3.733333e+01,269
1.680000e+00,2.598074e+02,-2.766667e+01,-37,2.556667e+02
1.730000e+00,2.450692e+02,-2.433333e+01,-35,2.413333e+02
1.780000e+00,2.318493e+02,-23,-33,2.283333e+02
1.830000e+00,2.192262e+02,-22,-3.033333e+01,216
1.880000e+00,2.083288e+02,-2.133333e+01,-28,2.053333e+02
1.930000e+00,1.969289e+02,-19,-28,194
1.980000e+00,1.868240e+02,-1.833333e+01,-2.666667e+01,184
2.030000e+00,1.774680e+02,-1.666667e+01,-2.433333e+01,175
2.080000e+00,1.689434e+02,-1.533333e+01,-23,1.666667e+02
2.130000e+00,1.602141e+02,-1.533333e+01,-2.166667e+01,158
2.180000e+00,1.540537e+02,-1.466667e+01,-2.033333e+01,152
2.230000e+00,1.452446e+02,-1.333333e+01,-1.933333e+01,1.433333e+02
2.280000e+00,1.384413e+02,-1.233333e+01,-1.833333e+01,1.366667e+02
2.330000e+00,1.320417e+02,-1.166667e+01,-1.766667e+01,1.303333e+02
2.380000e+00,1.255110e+02,-11,-16,124
2.430000e+00,1.195724e+02,-1.033333e+01,-1.633333e+01,118
2.480000e+00,1.148472e+02,-10,-1.566667e+01,1.133333e+02
2.530000e+00,1.093181e+02,-9,-1.433333e+01,108
2.580000e+00,1.043078e+02,-8.666667e+00,-14,103
2.630000e+00,1.005546e+02,-8.666667e+00,-13,9.933333e+01
2.680000e+00,9.514258e+01,-8,-1.233333e+01,94
2.730000e+00,9.102259e+01,-7,-1.166667e+01,90
2.780000e+00,8.695657e+01,-6.666667e+00,-11,86
2.830000e+00,8.397486e+01,-7,-1.066667e+01,83
2.880000e+00,8.025376e+01,-6.333333e+00,-1.033333e+01,7.933333e+01
2.930000e+00,7.688953e+01,-6,-10,76
2.980000e+00,7.357007e+01,-5.666667e+00,-10,7.266667e+01
3.030000e+00,7.075309e+01,-5,-9,70
3.080000e+00,6.778643e+01,-5,-9,67
3.130000e+00,6.569796e+01,-4.666667e+00,-8.333333e+00,65
3.180000e+00,6.227627e+01,-4.666667e+00,-7.333333e+00,6.166667e+01
