Y columns by X rows

X Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

Y Values:-1.300000e+00,-1.200000e+00,-1.100000e+00,-1,-9.000000e-01,-8.000000e-01,-7.000000e-01,-6.000000e-01,-5.000000e-01,-4.000000e-01,-3.000000e-01,-2.000000e-01,-1.000000e-01,0,1.000000e-01,2.000000e-01,3.000000e-01,4.000000e-01,5.000000e-01,6.000000e-01,7.000000e-01,8.000000e-01,9.000000e-01,1.000000e+00,1.100000e+00,1.200000e+00,1.300000e+00,

4.102914e+02,4.652753e+02,5.804168e+02,6.831481e+02,8.567355e+02,9.805554e+02,1.064443e+03,1.152143e+03,1.186794e+03,1.198612e+03,1.198625e+03,1.178007e+03,1.159304e+03,1.145318e+03,1.126541e+03,1.125201e+03,1.133138e+03,1.149989e+03,1.170277e+03,1.192851e+03,1.175600e+03,1.129916e+03,1.000751e+03,9.007142e+02,7.382352e+02,6.433524e+02,5.241851e+02,
4.426367e+02,5.151481e+02,6.555924e+02,7.736679e+02,8.899949e+02,1.015882e+03,1.110441e+03,1.152112e+03,1.185236e+03,1.198542e+03,1.210299e+03,1.205834e+03,1.190533e+03,1.175018e+03,1.145535e+03,1.127766e+03,1.101113e+03,1.071604e+03,1.090283e+03,1.108883e+03,1.147310e+03,1.153961e+03,1.105463e+03,1.024019e+03,9.131205e+02,7.568198e+02,6.457778e+02,
5.225121e+02,5.749799e+02,6.648157e+02,8.245980e+02,9.677953e+02,1.045025e+03,1.143974e+03,1.203579e+03,1.277950e+03,1.323896e+03,1.316283e+03,1.319555e+03,1.290985e+03,1.275258e+03,1.250325e+03,1.231067e+03,1.195063e+03,1.162597e+03,1.107818e+03,1.093433e+03,1.073425e+03,1.107646e+03,1.137300e+03,1.107593e+03,1.037584e+03,8.855171e+02,7.743405e+02,
5.514282e+02,5.979608e+02,7.367249e+02,8.387050e+02,9.967022e+02,1.093600e+03,1.257459e+03,1.325978e+03,1.407868e+03,1.412520e+03,1.395357e+03,1.376755e+03,1.349300e+03,1.335369e+03,1.316644e+03,1.303906e+03,1.283792e+03,1.264246e+03,1.210375e+03,1.180127e+03,1.094258e+03,1.092993e+03,1.092475e+03,1.121764e+03,1.115029e+03,1.026005e+03,8.723293e+02,
5.285917e+02,6.070978e+02,7.639956e+02,8.918024e+02,1.083317e+03,1.234618e+03,1.420744e+03,1.471804e+03,1.490353e+03,1.460634e+03,1.421814e+03,1.388957e+03,1.367155e+03,1.343945e+03,1.335191e+03,1.327024e+03,1.322528e+03,1.314000e+03,1.300716e+03,1.260052e+03,1.224017e+03,1.147911e+03,1.100920e+03,1.091750e+03,1.127072e+03,1.100598e+03,1.031686e+03,
5.636304e+02,6.434656e+02,7.509800e+02,9.903062e+02,1.190371e+03,1.429683e+03,1.523572e+03,1.565406e+03,1.512306e+03,1.454746e+03,1.417009e+03,1.370649e+03,1.352521e+03,1.328927e+03,1.321761e+03,1.319031e+03,1.321016e+03,1.324109e+03,1.321638e+03,1.317048e+03,1.297275e+03,1.235645e+03,1.170776e+03,1.097191e+03,1.092030e+03,1.130289e+03,1.104465e+03,
5.723295e+02,6.496491e+02,8.076874e+02,1.088437e+03,1.302048e+03,1.547611e+03,1.585092e+03,1.559300e+03,1.520025e+03,1.435805e+03,1.392332e+03,1.342555e+03,1.322496e+03,1.302490e+03,1.296858e+03,1.296128e+03,1.300916e+03,1.312643e+03,1.322869e+03,1.330649e+03,1.327702e+03,1.300370e+03,1.252894e+03,1.153958e+03,1.045489e+03,1.111246e+03,1.135343e+03,
